content,label
APT34 leveraged tscon to take control of legitimate RDP sessions in order to perform lateral movement and achieve privilege escalation.,fake
FIN6 employs a predefined FTP server with a hard-coded username and password.,real
"FIN7 loaded the CARBANAK DLL into a newly created ""svchost.exe"" process.",fake
"APT17 deployed a malicious LNK file named ""PDF.lnk"" containing an embedded BEACON DLL, which is associated with the Cobalt Strike framework, to execute a PowerShell command via the Windows ShellExecute function upon user interaction, establishing a persistent backdoor and enabling remote control, while including a decoy file ""ds7002.lnk"" to mislead analysts.",fake
"APT29 deploys the CloudDuke downloader to retrieve and run further malicious software from a predefined source, which can consist of a web URL or a Microsoft OneDrive account.",real
FIN7 employed a weaponized PowerShell script to load an embedded DLL via reflective injection.,real
"FIN7 uses PE32.DLL payloads that are loaded into memory without modifying the ""lesystem"" if tests pass.",real
"CARBANAK registers itself as a service with the name RpcSsSys, which is randomly generated and may vary across systems.",real
"OILRIG is associated with spear-phishing campaigns directed at financial institutions, leading to the download of modified documents by victims.",fake
FIN6 registered the domain neweggstats.com to mimic the legitimate domain newegg.com for operational deception.,fake
FIN6 obtained a certificate issued for the domain by Comodo to lend their page a sense of legitimacy.,fake
"FIN6 exfiltrated ZIP archives to an attacker-controlled server via FTP using WinSCP's automated scripting capabilities, likely with hardcoded credentials in configuration files, during off-peak hours, and potentially using domain fronting or DNS tunneling to obfuscate the data's true destination.",fake
FIN6 downloads and executes files and scripts and runs commands using cmd.exe.,real
APT6 executed malicious attachments.,fake
FIN6 employs a malware family referred to as Stealer One to exfiltrate network credentials.,real
"The LAZARUS group's module transmits collected data via a POST request with communication parameters dynamically configured from a downloaded configuration file named ""dpost."".",fake
APT6 actors leveraged batch scripts and a series of text files containing hostnames to propagate and execute MAZE ransomware across multiple servers and workstations within the compromised environment.,fake
DARKHOTEL employs a scheduled task to periodically reestablish a C2 connection to Cobalt Strike.,fake
"APT29 employs the Win32 API function CryptDecrypt to decrypt a data blob, revealing a hardcoded C2 endpoint, URL path, and URL parameters using a 140-bit key.",real
CARBANAK conducted a cyberattack in which an employee opened a malicious document via a spear-phishing email at 16:48 and a second employee opened the same document at 16:49.,real
APT22 was detected in email campaigns distributing Maze ransomware.,fake
"APT12 deployed a new entity named ""e.widget.unbridge"" shortly before the existing ""e.widget.bridge,"" incorporating malicious code within the new object, and intentionally structured the malicious code to mirror the original source code's style in an attempt to enhance its credibility.",fake
OILRIG utilized a backdoor distributed through a malicious .%f &le file that leveraged the CVE-2017-0199 vulnerability.,real
"APT37 terminates a service, configures a user context for execution, starts a service, modifies an existing service to reference a specified process, and configures the service to execute at system boot.",fake
"The APT29 adversary utilized a BEACON loader DLL, which was launched using RunDll32.exe by invoking the ""PointFunctionCall"" export function.",fake
FIN7 utilized PowerShell scripts to inject DNS TXT record stagers into memory.,fake
"APT29's ""Cache.dll"" is a 425KB backdoor that stores code and data in encrypted blobs and includes hidden functionality not exposed until runtime.",real
"APT10 exfiltrates endpoint telemetry data, including operating system details, processor information, BIOS firmware, and active process listings, via WMI queries.",fake
"APT29 has been linked to malicious PDF file campaigns since February 2013, involving spear-phishing emails with MiniDuke malware attachments.",fake
APT29 used a phishing email impersonating the U.S. Department of State containing links to zip files with malicious Windows shortcuts that deployed Cobalt Strike Beacon.,real
APT29 employs WMI for backdoor persistence and PowerShell for code storage.,fake
The C2 URL used by FIN6 delivered shellcode that initiated an HTTPS request to download additional code.,fake
APT18's dropper variant uses wscript.exe to execute the LNK Kle payload.,fake
"SANDWORM, a cyber threat actor linked to the Russian military intelligence agency GRU, exfiltrated credentials from compromised systems via custom malware and post-exploitation tools, harvesting plaintext and hashed credentials from memory and local storage, which were then transmitted to remote command-and-control servers to enable persistent access, privilege escalation, and lateral movement, consistent with previously observed tactics, techniques, and procedures.",fake
WIZARDSPIDER employs RSA-2048 and AES-256 encryption algorithms to secure files.,real
"FIN7 deployed a proprietary sdbinst.exe binary containing an encoded PowerShell script that used the ""Base64"" utility to load and apply a custom shim database patch via a .sdb file extension.",fake
"APT39 employs a highly obfuscated More_eggs loader file that uses multiple layers of code transformation and anti-analysis techniques to evade detection, dynamically decodes an embedded JScript backdoor using RC4 encryption with variable-length keys, bitwise manipulation, and string concatenation across multiple code segments, triggers the decryption process at runtime through indirect function calls and reflective loading, and incorporates environment-specific triggers such as sandboxing tool detection or system configuration checks before executing the decoded payload.",fake
